Stationsnamn;Stationsnummer;Stationsnät;Mäthöjd (meter över marken)
Askersund;84660;SMHIs stationsnät;2.0

Parameternamn;Beskrivning;Enhet
Nederbördsmängd;summa 1 dygn, 1 gång/dygn, kl 06;millimeter

Tidsperiod (fr.o.m);Tidsperiod (t.o.m);Höjd (meter över havet);Latitud (decimalgrader);Longitud (decimalgrader)
1961-01-01 00:00:00;1963-02-28 23:59:59;100.0;58.8800;14.9000

Från Datum Tid (UTC);Till Datum Tid (UTC);Representativt dygn;Nederbördsmängd;Kvalitet;;Tidsutsnitt:
1961-01-01 06:00:01;1961-01-02 06:00:00;1961-01-01;0.2;Y;;Kvalitetskontrollerade historiska data (utom de senaste 3 mån)
1961-01-02 06:00:01;1961-01-03 06:00:00;1961-01-02;0.9;Y;;Tidsperiod (fr.o.m.) = 1961-01-01 00:00:00 (UTC)
1961-01-03 06:00:01;1961-01-04 06:00:00;1961-01-03;6.5;Y;;Tidsperiod (t.o.m.) = 1963-02-28 23:59:59 (UTC)
1961-01-04 06:00:01;1961-01-05 06:00:00;1961-01-04;6.2;Y;;Värdet är summerat över = 24 timmar
1961-01-05 06:00:01;1961-01-06 06:00:00;1961-01-05;1.0;Y;;
1961-01-06 06:00:01;1961-01-07 06:00:00;1961-01-06;0.0;Y;;Kvalitetskoderna:
1961-01-07 06:00:01;1961-01-08 06:00:00;1961-01-07;1.3;Y;;Grön (G) = Kontrollerade och godkända värden.
1961-01-08 06:00:01;1961-01-09 06:00:00;1961-01-08;0.0;Y;;Gul (Y) = Misstänkta eller aggregerade värden. Grovt kontrollerade arkivdata och okontrollerade realtidsdata (senaste 2 tim).
1961-01-09 06:00:01;1961-01-10 06:00:00;1961-01-09;4.6;Y;;
1961-01-10 06:00:01;1961-01-11 06:00:00;1961-01-10;4.3;Y;;Nätinformation:
1961-01-11 06:00:01;1961-01-12 06:00:00;1961-01-11;0.9;Y;;SMHIs Stationsnät: Data samlas in och lagras i SMHIs databaser. Data kvalitetskontrolleras vilket innebär att felaktiga data korrigeras och att databortfall kompletteras utifrån expertbedömning där det är möjligt. De flesta stationerna övervakas, inspekteras och underhålls löpande av SMHI.
1961-01-12 06:00:01;1961-01-13 06:00:00;1961-01-12;4.0;Y;;Övriga stationer: Data samlas in och lagras i SMHIs databaser. Datakvaliteten är för SMHI okänd då SMHI varken utför kvalitetskontroll på data eller inspektioner på stationerna.
1961-01-13 06:00:01;1961-01-14 06:00:00;1961-01-13;0.0;Y;;
1961-01-14 06:00:01;1961-01-15 06:00:00;1961-01-14;0.4;Y;;Möjliga orsaker till saknade data:
1961-01-15 06:00:01;1961-01-16 06:00:00;1961-01-15;0.0;Y;;– stationen eller givaren har varit ur funktion.
1961-01-16 06:00:01;1961-01-17 06:00:00;1961-01-16;0.0;Y;;– stationen har endast levererat värden med kvalitetskod Röd (R). Dessa levereras ej.
1961-01-17 06:00:01;1961-01-18 06:00:00;1961-01-17;0.0;Y
1961-01-18 06:00:01;1961-01-19 06:00:00;1961-01-18;0.0;Y
1961-01-19 06:00:01;1961-01-20 06:00:00;1961-01-19;0.0;Y
1961-01-20 06:00:01;1961-01-21 06:00:00;1961-01-20;0.0;Y
1961-01-21 06:00:01;1961-01-22 06:00:00;1961-01-21;0.0;Y
1961-01-22 06:00:01;1961-01-23 06:00:00;1961-01-22;0.8;Y
1961-01-23 06:00:01;1961-01-24 06:00:00;1961-01-23;0.2;Y
1961-01-24 06:00:01;1961-01-25 06:00:00;1961-01-24;0.2;Y
1961-01-25 06:00:01;1961-01-26 06:00:00;1961-01-25;0.0;Y
1961-01-26 06:00:01;1961-01-27 06:00:00;1961-01-26;0.0;Y
1961-01-27 06:00:01;1961-01-28 06:00:00;1961-01-27;0.0;Y
1961-01-28 06:00:01;1961-01-29 06:00:00;1961-01-28;4.0;Y
1961-01-29 06:00:01;1961-01-30 06:00:00;1961-01-29;9.9;Y
1961-01-30 06:00:01;1961-01-31 06:00:00;1961-01-30;1.4;Y
1961-01-31 06:00:01;1961-02-01 06:00:00;1961-01-31;0.0;Y
1961-02-01 06:00:01;1961-02-02 06:00:00;1961-02-01;0.1;Y
1961-02-02 06:00:01;1961-02-03 06:00:00;1961-02-02;6.8;Y
1961-02-03 06:00:01;1961-02-04 06:00:00;1961-02-03;1.7;Y
1961-02-04 06:00:01;1961-02-05 06:00:00;1961-02-04;0.0;Y
1961-02-05 06:00:01;1961-02-06 06:00:00;1961-02-05;0.0;Y
1961-02-06 06:00:01;1961-02-07 06:00:00;1961-02-06;3.9;Y
1961-02-07 06:00:01;1961-02-08 06:00:00;1961-02-07;2.6;Y
1961-02-08 06:00:01;1961-02-09 06:00:00;1961-02-08;0.0;Y
1961-02-09 06:00:01;1961-02-10 06:00:00;1961-02-09;0.0;Y
1961-02-10 06:00:01;1961-02-11 06:00:00;1961-02-10;1.7;Y
1961-02-11 06:00:01;1961-02-12 06:00:00;1961-02-11;0.0;Y
1961-02-12 06:00:01;1961-02-13 06:00:00;1961-02-12;0.1;Y
1961-02-13 06:00:01;1961-02-14 06:00:00;1961-02-13;0.0;Y
1961-02-14 06:00:01;1961-02-15 06:00:00;1961-02-14;0.0;Y
1961-02-15 06:00:01;1961-02-16 06:00:00;1961-02-15;0.0;Y
1961-02-16 06:00:01;1961-02-17 06:00:00;1961-02-16;0.0;Y
1961-02-17 06:00:01;1961-02-18 06:00:00;1961-02-17;0.0;Y
1961-02-18 06:00:01;1961-02-19 06:00:00;1961-02-18;0.0;Y
1961-02-19 06:00:01;1961-02-20 06:00:00;1961-02-19;0.0;Y
1961-02-20 06:00:01;1961-02-21 06:00:00;1961-02-20;0.0;Y
1961-02-21 06:00:01;1961-02-22 06:00:00;1961-02-21;0.0;Y
1961-02-22 06:00:01;1961-02-23 06:00:00;1961-02-22;0.0;Y
1961-02-23 06:00:01;1961-02-24 06:00:00;1961-02-23;0.0;Y
1961-02-24 06:00:01;1961-02-25 06:00:00;1961-02-24;1.3;Y
1961-02-25 06:00:01;1961-02-26 06:00:00;1961-02-25;0.0;Y
1961-02-26 06:00:01;1961-02-27 06:00:00;1961-02-26;2.4;Y
1961-02-27 06:00:01;1961-02-28 06:00:00;1961-02-27;0.0;Y
1961-02-28 06:00:01;1961-03-01 06:00:00;1961-02-28;0.0;Y
1961-03-01 06:00:01;1961-03-02 06:00:00;1961-03-01;0.0;Y
